Date,Open,High,Low,Close,Adj Close,Volume
2012-12-31,92.04000091552734,93.36000061035156,92.04000091552734,93.25,75.70555114746094,521400
2013-01-02,94.77999877929688,95.98999786376953,94.77999877929688,95.98999786376953,77.93001556396484,535700
2013-01-03,95.37000274658203,96.12999725341797,95.12000274658203,95.37000274658203,77.42668151855469,539800
2013-01-04,96.77999877929688,97.55000305175781,96.4000015258789,97.33999633789062,79.02603149414062,743800
2013-01-07,95.3499984741211,95.83999633789062,94.38999938964844,95.52999877929688,77.55656433105469,325500
2013-01-08,93.97000122070312,94.27999877929688,93.19999694824219,93.93000030517578,76.25759887695312,501000
2013-01-09,95.08999633789062,95.66000366210938,95.01000213623047,95.66000366210938,77.66211700439453,379000
2013-01-10,96.27999877929688,97.11000061035156,96.05000305175781,96.86000061035156,78.63633728027344,452000
2013-01-11,95.98999786376953,96.48999786376953,95.98999786376953,96.11000061035156,78.02745056152344,495100
2013-01-14,96.58000183105469,97.02999877929688,96.41999816894531,96.80000305175781,78.58763122558594,602800
2013-01-15,95.58000183105469,96.56999969482422,95.30000305175781,96.43000030517578,78.2872314453125,1054800
2013-01-16,94.33000183105469,95.48999786376953,94.19999694824219,94.63999938964844,76.8340072631836,700400
2013-01-17,95.95999908447266,97.16999816894531,95.58999633789062,96.77999877929688,78.5713882446289,744600
2013-01-18,95.97000122070312,96.01000213623047,95.45999908447266,95.88999938964844,77.84883117675781,517600
2013-01-22,94.37000274658203,94.94999694824219,94.1500015258789,94.83000183105469,76.98827362060547,558400
2013-01-23,94.19999694824219,94.58999633789062,94.13999938964844,94.44999694824219,76.67975616455078,422400
2013-01-24,94.98999786376953,96.13999938964844,94.98999786376953,95.73999786376953,77.72705841064453,521900
2013-01-25,96.44999694824219,96.4800033569336,95.91999816894531,96.0999984741211,78.01931762695312,372900
2013-01-28,95.19999694824219,95.19999694824219,94.51000213623047,94.77999877929688,76.94766998291016,416500
2013-01-29,95.2699966430664,95.83999633789062,95.18000030517578,95.5999984741211,77.61339569091797,370400
2013-01-30,96.12000274658203,96.30999755859375,95.55000305175781,95.5999984741211,77.61339569091797,256800
2013-01-31,95.5999984741211,95.6500015258789,95.11000061035156,95.37000274658203,77.42668151855469,329700
2013-02-01,97.23999786376953,98.2699966430664,97.19000244140625,98.12999725341797,79.6673812866211,535000
2013-02-04,98.44000244140625,98.62000274658203,97.62999725341797,97.83000183105469,79.42383575439453,650500
2013-02-05,99.51000213623047,99.66999816894531,98.19999694824219,98.86000061035156,80.2600326538086,714500
2013-02-06,101.75,102.80000305175781,101.45999908447266,102.80000305175781,83.45875549316406,1104900
2013-02-07,103.31999969482422,103.5999984741211,102.4000015258789,102.80000305175781,83.45875549316406,682000
2013-02-08,104.5999984741211,104.9000015258789,104.04000091552734,104.44999694824219,84.7983169555664,779500
2013-02-11,105.08000183105469,106.0,105.08000183105469,105.93000030517578,85.9998779296875,700100
2013-02-12,105.0999984741211,105.22000122070312,104.66000366210938,104.83000183105469,85.1068344116211,455300
2013-02-13,104.66999816894531,104.91999816894531,104.0199966430664,104.20999908447266,84.60347747802734,855600
2013-02-14,103.0,103.5,102.58000183105469,102.63999938964844,83.32886505126953,535300
2013-02-15,102.95999908447266,103.0999984741211,102.41999816894531,102.5999984741211,83.29639434814453,478700
2013-02-19,101.7699966430664,102.69000244140625,101.5999984741211,102.5199966430664,83.23143005371094,753100
2013-02-20,103.79000091552734,103.98999786376953,102.54000091552734,102.58999633789062,83.28826141357422,602100
2013-02-21,101.76000213623047,101.91000366210938,100.33000183105469,101.0999984741211,82.07861328125,608600
2013-02-22,102.02999877929688,102.33999633789062,101.45999908447266,102.33999633789062,83.08531188964844,694400
2013-02-25,102.12999725341797,102.4800033569336,99.33999633789062,99.41999816894531,80.71468353271484,697300
2013-02-26,102.25,102.77999877929688,101.5,102.45999908447266,83.18272399902344,845700
2013-02-27,100.48999786376953,101.80000305175781,100.30999755859375,101.61000061035156,82.49264526367188,434600
2013-02-28,102.88999938964844,103.08000183105469,102.06999969482422,102.5999984741211,83.29639434814453,538800
2013-03-01,102.33000183105469,102.95999908447266,102.0,102.69000244140625,83.36944580078125,925800
2013-03-04,102.01000213623047,102.45999908447266,101.4800033569336,102.44000244140625,83.16648864746094,244900
2013-03-05,102.7300033569336,103.80000305175781,102.54000091552734,103.30000305175781,83.86470031738281,2210200
2013-03-06,104.2300033569336,104.62000274658203,103.72000122070312,104.44999694824219,84.7983169555664,606300
2013-03-07,103.19999694824219,103.83000183105469,103.0999984741211,103.26000213623047,83.83220672607422,399000
2013-03-08,103.41999816894531,104.0,103.0,103.69000244140625,84.18131256103516,420600
2013-03-11,103.9000015258789,104.19000244140625,103.7300033569336,104.19000244140625,84.58722686767578,174300
2013-03-12,102.94000244140625,103.44000244140625,102.54000091552734,102.76000213623047,83.4262924194336,398500
2013-03-13,102.66000366210938,103.25,102.52999877929688,102.94999694824219,83.58052825927734,180500
2013-03-14,103.06999969482422,103.63999938964844,103.04000091552734,103.54000091552734,84.05952453613281,196600
2013-03-15,104.13999938964844,104.19999694824219,103.51000213623047,103.93000030517578,84.37614440917969,285600
2013-03-18,103.43000030517578,103.62000274658203,102.69999694824219,102.87000274658203,83.51559448242188,481500
2013-03-19,103.69000244140625,104.0,102.5999984741211,103.1500015258789,83.74290466308594,242400
2013-03-20,103.4000015258789,104.63999938964844,103.4000015258789,104.27999877929688,84.66030883789062,308800
2013-03-21,104.30000305175781,104.30000305175781,103.25,103.52999877929688,84.05140686035156,342100
2013-03-22,103.68000030517578,104.05000305175781,103.61000061035156,103.98999786376953,84.42485809326172,175500
2013-03-25,104.2699966430664,104.29000091552734,102.5,103.30999755859375,83.87279510498047,295500
2013-03-26,103.83999633789062,103.95999908447266,103.12999725341797,103.5999984741211,85.14891815185547,277800
2013-03-27,102.62000274658203,103.19999694824219,102.43000030517578,103.0999984741211,84.73796844482422,657700
2013-03-28,102.63999938964844,102.68000030517578,102.19999694824219,102.63999938964844,84.35987854003906,327200
2013-04-01,101.87999725341797,101.88999938964844,100.87999725341797,101.22000122070312,83.19280242919922,334900
2013-04-02,99.81999969482422,100.36000061035156,99.69999694824219,99.94999694824219,82.14896392822266,498800
2013-04-03,102.48999786376953,102.58999633789062,100.66000366210938,100.87999725341797,82.91334533691406,559800
2013-04-04,105.23999786376953,105.88999938964844,104.81999969482422,105.62999725341797,86.81737518310547,1709400
2013-04-05,105.27999877929688,106.72000122070312,104.95999908447266,106.5,87.53242492675781,1578300
2013-04-08,107.5,108.73999786376953,107.16999816894531,108.70999908447266,89.34883117675781,1075600
2013-04-09,107.1500015258789,107.94999694824219,106.83999633789062,107.5199966430664,88.3707504272461,686500
2013-04-10,108.6500015258789,108.9800033569336,108.38999938964844,108.77999877929688,89.40634155273438,592600
2013-04-11,112.5,113.63999938964844,111.81999969482422,113.27999877929688,93.10491180419922,2010500
2013-04-12,113.26000213623047,113.62000274658203,112.0,113.0999984741211,92.95696258544922,580800
2013-04-15,112.29000091552734,113.0,111.0,111.08999633789062,91.30494689941406,567700
2013-04-16,112.4800033569336,112.83000183105469,112.06999969482422,112.51000213623047,92.47205352783203,327500
2013-04-17,112.73999786376953,112.91999816894531,111.33999633789062,111.66000366210938,91.77342987060547,646800
2013-04-18,111.31999969482422,111.31999969482422,110.38999938964844,110.55000305175781,90.86109924316406,312200
2013-04-19,111.69000244140625,112.4000015258789,111.2300033569336,112.26000213623047,92.26657104492188,372300
2013-04-22,111.55999755859375,112.69000244140625,111.27999877929688,112.2300033569336,92.24190521240234,773600
2013-04-23,112.22000122070312,113.16999816894531,112.12999725341797,112.94000244140625,92.8254623413086,705100
2013-04-24,113.44000244140625,114.29000091552734,113.18000030517578,113.69000244140625,93.44188690185547,622200
2013-04-25,115.27999877929688,116.29000091552734,114.58000183105469,115.83999633789062,95.20897674560547,544900
2013-04-26,115.3499984741211,115.91999816894531,115.08999633789062,115.4800033569336,94.91309356689453,387700
2013-04-29,115.95999908447266,116.81999969482422,115.79000091552734,116.54000091552734,95.78430938720703,172900
2013-04-30,115.91000366210938,116.38999938964844,115.81999969482422,116.30000305175781,95.58705139160156,334700
2013-05-01,114.2699966430664,114.75,113.68000030517578,113.72000122070312,93.46653747558594,632000
2013-05-02,113.08999633789062,114.73999786376953,112.83999633789062,114.37999725341797,94.00899505615234,461000
2013-05-03,114.94999694824219,115.41000366210938,114.8499984741211,114.91999816894531,94.45281219482422,437600
2013-05-06,115.0,115.25,114.83999633789062,115.02999877929688,94.5432357788086,241700
2013-05-07,116.5199966430664,117.56999969482422,115.95999908447266,116.08000183105469,95.40621948242188,560500
2013-05-08,117.73999786376953,119.75,116.55999755859375,119.69999694824219,98.38150787353516,946500
2013-05-09,117.47000122070312,118.68000030517578,117.16000366210938,118.13999938964844,97.09934997558594,1061800
2013-05-10,119.80999755859375,121.37999725341797,119.58999633789062,121.27999877929688,99.68010711669922,1370800
2013-05-13,123.27999877929688,124.8499984741211,123.08000183105469,124.83000183105469,102.59786224365234,1251400
2013-05-14,122.97000122070312,124.37999725341797,122.5,124.1500015258789,102.03897857666016,1332800
2013-05-15,125.61000061035156,126.5999984741211,125.37999725341797,126.5999984741211,104.05262756347656,807900
2013-05-16,126.0,126.23999786376953,124.87999725341797,125.12000274658203,102.83621978759766,571900
2013-05-17,126.31999969482422,127.47000122070312,126.27999877929688,127.31999969482422,104.64439392089844,605600
2013-05-20,128.14999389648438,128.97999572753906,128.10000610351562,128.64999389648438,105.7375259399414,667600
2013-05-21,129.69000244140625,129.97999572753906,129.1199951171875,129.72000122070312,106.61695861816406,513100
2013-05-22,130.0,130.99000549316406,127.51000213623047,127.83999633789062,105.07179260253906,917700
2013-05-23,122.4800033569336,124.9800033569336,119.88999938964844,124.66000366210938,102.4581527709961,1491500
2013-05-24,121.0,121.76000213623047,119.54000091552734,120.52999877929688,99.06368255615234,1252400
2013-05-28,122.77999877929688,124.41999816894531,122.75,123.18000030517578,101.2417221069336,658700
2013-05-29,120.30000305175781,120.4000015258789,118.70999908447266,119.56999969482422,98.274658203125,930500
2013-05-30,120.31999969482422,121.16000366210938,120.20999908447266,120.45999908447266,99.00615692138672,558700
2013-05-31,118.43000030517578,119.47000122070312,117.48999786376953,117.55000305175781,96.61444854736328,657000
2013-06-03,115.58000183105469,116.3499984741211,113.63999938964844,116.20999908447266,95.51306915283203,1238900
2013-06-04,118.30999755859375,118.88999938964844,117.08999633789062,118.26000213623047,97.19799041748047,618800
2013-06-05,115.26000213623047,116.0199966430664,114.54000091552734,114.87000274658203,94.41175079345703,514700
2013-06-06,113.5199966430664,114.5,112.27999877929688,114.4800033569336,94.09119415283203,695700
2013-06-07,114.47000122070312,117.54000091552734,113.58999633789062,117.05999755859375,96.2116928100586,1392700
2013-06-10,121.68000030517578,121.83000183105469,120.41000366210938,121.1500015258789,99.57328033447266,857200
2013-06-11,120.33999633789062,121.2699966430664,119.2699966430664,119.91999816894531,98.56233978271484,861800
2013-06-12,120.95999908447266,121.33000183105469,118.37000274658203,119.12999725341797,97.91303253173828,595500
2013-06-13,119.16999816894531,121.3499984741211,119.01000213623047,121.30000305175781,99.6965560913086,449600
