,Date,Actual,Predicted
582,2015-05-21,[139.44000244],[138.92217868]
583,2015-05-22,[138.22000122],[138.86289336]
584,2015-05-26,[137.69999695],[138.4209917]
585,2015-05-27,[138.77000427],[137.75504536]
586,2015-05-28,[139.74000549],[138.01586962]
587,2015-05-29,[137.88999939],[139.0392392]
588,2015-06-01,[137.24000549],[138.61940959]
589,2015-06-02,[136.57000732],[137.43829913]
590,2015-06-03,[137.44000244],[136.44608246]
591,2015-06-04,[136.8500061],[136.70515942]
592,2015-06-05,[135.50999451],[136.92540919]
593,2015-06-08,[133.1499939],[136.1059536]
594,2015-06-09,[132.30000305],[134.0451124]
595,2015-06-10,[134.24000549],[132.37657018]
596,2015-06-11,[135.17999268],[133.03179217]
597,2015-06-12,[135.49000549],[134.62529381]
598,2015-06-15,[135.50999451],[135.54250032]
599,2015-06-16,[136.05999756],[135.54452189]
600,2015-06-17,[134.86999512],[135.58848276]
601,2015-06-18,[134.47999573],[135.09590533]
602,2015-06-19,[134.02000427],[134.4908578]
603,2015-06-22,[135.47999573],[133.99160212]
604,2015-06-23,[137.1000061],[134.64509653]
605,2015-06-24,[135.3999939],[136.21686425]
606,2015-06-25,[134.86999512],[136.15502547]
607,2015-06-26,[135.46000671],[135.11439563]
608,2015-06-29,[132.44999695],[134.81626761]
609,2015-06-30,[133.75],[133.45407773]
610,2015-07-01,[133.6000061],[133.13275769]
611,2015-07-02,[132.75],[133.37387122]
612,2015-07-06,[132.72999573],[133.12346985]
613,2015-07-07,[132.38000488],[132.73091764]
614,2015-07-08,[128.11000061],[132.36051224]
615,2015-07-09,[129.02999878],[129.89562708]
616,2015-07-10,[131.52000427],[128.58513196]
617,2015-07-13,[133.44000244],[129.99258576]
618,2015-07-14,[133.44999695],[132.51996176]
619,2015-07-15,[133.99000549],[133.70644555]
620,2015-07-16,[135.77000427],[133.86101989]
621,2015-07-17,[135.36000061],[134.6807381]
622,2015-07-20,[135.53999329],[135.21202073]
623,2015-07-21,[134.55999756],[135.38676449]
624,2015-07-22,[133.99000549],[134.807041]
625,2015-07-23,[133.25],[134.02933192]
626,2015-07-24,[132.55000305],[133.31357372]
627,2015-07-27,[131.78999329],[132.68089186]
628,2015-07-28,[131.83999634],[132.01125809]
629,2015-07-29,[132.57000732],[131.71988208]
630,2015-07-30,[132.27000427],[132.12451402]
631,2015-07-31,[133.46000671],[132.33826146]
632,2015-08-03,[133.17999268],[132.92628292]
633,2015-08-04,[129.8500061],[133.16549073]
634,2015-08-05,[128.30999756],[131.28574547]
635,2015-08-06,[128.80999756],[128.90239457]
636,2015-08-07,[129.94999695],[128.21088198]
637,2015-08-10,[131.08999634],[129.21407544]
638,2015-08-11,[129.00999451],[130.6768808]
639,2015-08-12,[127.41999817],[130.12356664]
640,2015-08-13,[127.79000092],[128.21755579]
641,2015-08-14,[128.19000244],[127.32786084]
642,2015-08-17,[127.87000275],[127.70105008]
643,2015-08-18,[127.87000275],[128.04175386]
644,2015-08-19,[126.04000092],[128.01141363]
645,2015-08-20,[122.5],[126.85080036]
646,2015-08-21,[119.05000305],[124.07869799]
647,2015-08-24,[113.51999664],[120.57527784]
648,2015-08-25,[113.37000275],[116.0310581]
649,2015-08-26,[117.83999634],[113.68630214]
650,2015-08-27,[119.56999969],[115.67895514]
651,2015-08-28,[120.76999664],[118.6702077]
652,2015-08-31,[118.37999725],[120.6190276]
653,2015-09-01,[114.33999634],[119.73120108]
654,2015-09-02,[117.62000275],[116.34018845]
655,2015-09-03,[119.61000061],[115.99195856]
656,2015-09-04,[116.5],[118.11245534]
657,2015-09-08,[121.23999786],[118.09878845]
658,2015-09-09,[120.62000275],[119.56089845]
659,2015-09-10,[117.94000244],[120.50805002]
660,2015-09-11,[117.09999847],[119.32565997]
661,2015-09-14,[116.34999847],[117.65048111]
662,2015-09-15,[119.95999908],[116.54338377]
663,2015-09-16,[122.],[118.1841134]
664,2015-09-17,[121.23999786],[120.83886398]
665,2015-09-18,[118.81999969],[121.77256819]
666,2015-09-21,[119.43000031],[120.19796233]
667,2015-09-22,[117.58000183],[119.11039775]
668,2015-09-23,[117.51000214],[118.09748195]
669,2015-09-24,[117.55000305],[117.64233894]
670,2015-09-25,[118.51000214],[117.59953735]
671,2015-09-28,[115.22000122],[118.15234115]
672,2015-09-29,[114.25],[116.84118348]
673,2015-09-30,[117.27999878],[115.06647275]
674,2015-10-01,[118.33999634],[115.79572387]
675,2015-10-02,[120.73000336],[117.55270776]
676,2015-10-05,[122.31999969],[119.75055114]
677,2015-10-06,[120.91999817],[121.59921045]
678,2015-10-07,[122.70999908],[121.55648443]
679,2015-10-08,[123.48000336],[121.88999618]
680,2015-10-09,[122.59999847],[122.77233217]
681,2015-10-12,[123.11000061],[122.9199249]
682,2015-10-13,[121.06999969],[122.95152556]
683,2015-10-14,[120.05000305],[121.90345762]
684,2015-10-15,[122.44000244],[120.56591051]
685,2015-10-16,[123.95999908],[121.22984877]
686,2015-10-19,[123.55000305],[123.0431506]
687,2015-10-20,[122.20999908],[123.86300223]
688,2015-10-21,[123.69999695],[123.02809947]
689,2015-10-22,[125.23000336],[122.95901278]
690,2015-10-23,[125.73999786],[124.19421443]
691,2015-10-26,[125.33000183],[125.43639205]
692,2015-10-27,[124.83000183],[125.63475025]
693,2015-10-28,[126.36000061],[125.07014023]
694,2015-10-29,[123.23999786],[125.49400382]
695,2015-10-30,[122.62000275],[124.45865757]
696,2015-11-02,[123.30000305],[123.08524679]
697,2015-11-03,[123.38999939],[122.83286758]
698,2015-11-04,[123.55999756],[123.2141853]
699,2015-11-05,[124.86000061],[123.58213938]
700,2015-11-06,[122.91999817],[124.33750027]
701,2015-11-09,[122.22000122],[123.76346805]
702,2015-11-10,[123.58999634],[122.64902118]
703,2015-11-11,[123.23000336],[122.81447914]
704,2015-11-12,[121.73000336],[123.21359022]
705,2015-11-13,[121.26999664],[122.56340275]
706,2015-11-16,[122.04000092],[121.60946492]
707,2015-11-17,[123.15000153],[121.58040515]
708,2015-11-18,[124.91000366],[122.51626052]
709,2015-11-19,[123.88999939],[124.11074596]
710,2015-11-20,[123.66999817],[124.40177218]
711,2015-11-23,[123.12000275],[123.89277756]
712,2015-11-24,[124.01999664],[123.21770646]
713,2015-11-25,[123.86000061],[123.45782474]
714,2015-11-27,[124.37000275],[123.82239465]
715,2015-11-30,[124.41999817],[124.21283351]
716,2015-12-01,[125.91999817],[124.38738859]
717,2015-12-02,[125.73999786],[125.19303664]
718,2015-12-03,[124.72000122],[125.699178]
719,2015-12-04,[125.90000153],[125.22630893]
720,2015-12-07,[125.15000153],[125.32853855]
721,2015-12-08,[122.51999664],[125.27930703]
722,2015-12-09,[123.90000153],[123.76675119]
723,2015-12-10,[124.88999939],[123.32623132]
724,2015-12-11,[123.66999817],[124.16371912]
725,2015-12-14,[122.5],[124.25491549]
726,2015-12-15,[122.16999817],[123.25823717]
727,2015-12-16,[126.66000366],[122.30464453]
728,2015-12-17,[124.80000305],[124.4038357]
729,2015-12-18,[124.38999939],[125.41272342]
730,2015-12-21,[124.65000153],[124.98657953]
731,2015-12-22,[125.58000183],[124.46887207]
732,2015-12-23,[127.15000153],[124.89150828]
733,2015-12-24,[125.76999664],[126.28815372]
734,2015-12-28,[124.47000122],[126.4143984]
735,2015-12-29,[124.76000214],[125.21576613]
736,2015-12-30,[123.22000122],[124.4939152]
737,2015-12-31,[123.04000092],[123.68363264]
738,2016-01-04,[121.45999908],[123.17580155]
739,2016-01-05,[121.13999939],[122.19225469]
740,2016-01-06,[118.37999725],[121.38781639]
741,2016-01-07,[115.56999969],[119.65612452]
742,2016-01-08,[113.05999756],[117.07753332]
743,2016-01-11,[114.80999756],[114.39671594]
744,2016-01-12,[115.83000183],[114.12566259]
745,2016-01-13,[114.98999786],[115.28165366]
746,2016-01-14,[116.29000092],[115.64486687]
747,2016-01-15,[112.59999847],[116.03864301]
748,2016-01-19,[115.01999664],[114.35757094]
749,2016-01-20,[111.51000214],[114.178405]
750,2016-01-21,[111.09999847],[112.94135567]
751,2016-01-22,[115.94999695],[111.76177629]
752,2016-01-25,[113.41000366],[113.6927776]
753,2016-01-26,[114.34999847],[114.31008699]
754,2016-01-27,[115.31999969],[114.44772679]
755,2016-01-28,[116.12000275],[114.85914679]
756,2016-01-29,[120.02999878],[115.62554242]
757,2016-02-01,[120.40000153],[118.10121872]
758,2016-02-02,[119.],[119.9816791]
759,2016-02-03,[114.98999786],[119.80844412]
760,2016-02-04,[114.29000092],[116.96698814]
761,2016-02-05,[110.38999939],[114.65118237]
762,2016-02-08,[109.12999725],[112.05275353]
763,2016-02-09,[106.83999634],[110.14638153]
764,2016-02-10,[106.76999664],[108.3107547]
765,2016-02-11,[105.08000183],[107.3672583]
766,2016-02-12,[105.26000214],[106.31055181]
767,2016-02-16,[108.20999908],[105.77865482]
768,2016-02-17,[108.12999725],[107.05440267]
769,2016-02-18,[107.44999695],[108.13202446]
770,2016-02-19,[105.30999756],[108.16211593]
771,2016-02-22,[106.69000244],[106.77745805]
772,2016-02-23,[105.62000275],[106.42461928]
773,2016-02-24,[104.58999634],[106.15141787]
774,2016-02-25,[105.56999969],[105.52902188]
775,2016-02-26,[105.13999939],[105.55767527]
776,2016-02-29,[104.09999847],[105.56048459]
777,2016-03-01,[106.41000366],[105.03077374]
778,2016-03-02,[106.98999786],[105.70064956]
779,2016-03-03,[108.56999969],[106.67731417]
780,2016-03-04,[109.55000305],[107.96767345]
781,2016-03-07,[107.91000366],[109.12951199]
782,2016-03-08,[105.81999969],[108.83759665]
783,2016-03-09,[106.25],[107.24070793]
784,2016-03-10,[107.08000183],[106.39383625]
785,2016-03-11,[109.26000214],[106.7263541]
786,2016-03-14,[108.94999695],[108.27779296]
787,2016-03-15,[107.22000122],[109.16546096]
788,2016-03-16,[107.54000092],[108.45167204]
789,2016-03-17,[107.93000031],[107.78646198]
790,2016-03-18,[106.59999847],[107.78878165]
791,2016-03-21,[107.13999939],[107.38636662]
792,2016-03-22,[108.59999847],[107.29524069]
793,2016-03-23,[108.09999847],[108.05020169]
794,2016-03-24,[106.31999969],[108.41663753]
795,2016-03-28,[108.69000244],[107.55671046]
796,2016-03-29,[108.34999847],[107.92926059]
797,2016-03-30,[107.59999847],[108.39003892]
798,2016-03-31,[106.31999969],[108.24244999]
799,2016-04-01,[103.54000092],[107.32671704]
800,2016-04-04,[101.37999725],[105.33391914]
801,2016-04-05,[98.73999786],[103.08407394]
802,2016-04-06,[99.51000214],[100.75452277]
803,2016-04-07,[98.26999664],[99.98583938]
804,2016-04-08,[100.66000366],[99.45428605]
805,2016-04-11,[98.43000031],[100.26168239]
806,2016-04-12,[101.58000183],[99.96133295]
807,2016-04-13,[104.26000214],[100.874441]
808,2016-04-14,[104.95999908],[102.89306218]
809,2016-04-15,[103.68000031],[104.55044087]
810,2016-04-18,[103.36000061],[104.63261996]
811,2016-04-19,[104.69999695],[104.0537129]
812,2016-04-20,[104.84999847],[104.29866745]
813,2016-04-21,[105.44000244],[104.8099523]
814,2016-04-22,[107.44999695],[105.4115649]
815,2016-04-25,[107.33999634],[106.66343331]
816,2016-04-26,[107.31999969],[107.4111804]
817,2016-04-27,[106.37000275],[107.59401128]
818,2016-04-28,[102.95999908],[107.07109289]
819,2016-04-29,[101.69999695],[105.00687783]
820,2016-05-02,[102.47000122],[103.01926692]
821,2016-05-03,[101.44999695],[102.5438344]
822,2016-05-04,[100.62000275],[102.28357229]
823,2016-05-05,[101.26999664],[101.75176061]
824,2016-05-06,[101.95999908],[101.64933904]
825,2016-05-09,[102.61000061],[102.02605895]
826,2016-05-10,[104.81999969],[102.63575918]
827,2016-05-11,[98.44000244],[104.00690147]
828,2016-05-12,[101.37999725],[101.90431509]
829,2016-05-13,[99.79000092],[101.21542971]
830,2016-05-16,[100.81999969],[100.65617998]
831,2016-05-17,[100.61000061],[100.91578123]
832,2016-05-18,[101.52999878],[101.14270433]
833,2016-05-19,[99.61000061],[101.62685406]
834,2016-05-20,[100.61000061],[101.03491604]
835,2016-05-23,[99.55000305],[100.88665999]
836,2016-05-24,[100.63999939],[100.48023118]
837,2016-05-25,[102.62000275],[100.71496352]
838,2016-05-26,[102.26999664],[101.91651271]
839,2016-05-27,[100.58999634],[102.61836286]
840,2016-05-31,[103.41000366],[102.00757893]
841,2016-06-01,[103.33000183],[102.63501289]
842,2016-06-02,[103.81999969],[103.32346226]
843,2016-06-03,[103.5],[103.91177556]
844,2016-06-06,[105.54000092],[104.00150258]
845,2016-06-07,[105.48999786],[104.86701561]
846,2016-06-08,[105.65000153],[105.52733762]
847,2016-06-09,[104.5],[105.85898764]
848,2016-06-10,[103.19999695],[105.37292731]
849,2016-06-13,[101.69000244],[104.29951088]
850,2016-06-14,[101.08000183],[102.94289685]
851,2016-06-15,[102.48000336],[101.96332974]
852,2016-06-16,[101.98999786],[102.26256803]
853,2016-06-17,[103.23999786],[102.52424991]
854,2016-06-20,[105.80000305],[103.15956657]
855,2016-06-21,[107.12000275],[104.74148438]
856,2016-06-22,[106.5],[106.41458813]
857,2016-06-23,[109.94999695],[106.94307073]
858,2016-06-24,[103.95999908],[108.50933967]
859,2016-06-27,[100.26000214],[106.74368055]
860,2016-06-28,[99.84999847],[103.09147575]
861,2016-06-29,[101.51999664],[100.78377438]
862,2016-06-30,[99.98999786],[100.9930854]
863,2016-07-01,[99.63999939],[101.06256136]
864,2016-07-05,[99.18000031],[100.7577938]
865,2016-07-06,[99.77999878],[100.20676867]
866,2016-07-07,[100.58999634],[100.13280374]
867,2016-07-08,[102.06999969],[100.60995564]
868,2016-07-11,[105.66000366],[101.67024938]
869,2016-07-12,[106.54000092],[103.99582056]
870,2016-07-13,[107.86000061],[105.92375002]
871,2016-07-14,[107.98000336],[107.35892303]
872,2016-07-15,[108.81999969],[107.98154815]
873,2016-07-18,[109.01000214],[108.50307545]
874,2016-07-19,[108.55999756],[108.89767465]
875,2016-07-20,[109.30000305],[108.87470066]
876,2016-07-21,[108.86000061],[109.12206623]
877,2016-07-22,[109.68000031],[109.14050884]
878,2016-07-25,[109.68000031],[109.48383162]
879,2016-07-26,[109.59999847],[109.75721726]
880,2016-07-27,[110.56999969],[109.81734129]
881,2016-07-28,[110.76000214],[110.2592025]
882,2016-07-29,[111.59999847],[110.6992896]
883,2016-08-01,[111.23000336],[111.31350643]
884,2016-08-02,[109.97000122],[111.47133281]
885,2016-08-03,[110.06999969],[110.77052661]
886,2016-08-04,[112.30999756],[110.25348322]
887,2016-08-05,[115.95999908],[111.24756457]
888,2016-08-08,[117.41000366],[114.01316693]
889,2016-08-09,[117.41999817],[116.53217175]
890,2016-08-10,[116.94999695],[117.51690192]
891,2016-08-11,[117.76999664],[117.22641779]
892,2016-08-12,[117.79000092],[117.25437436]
893,2016-08-15,[117.58000183],[117.54554291]
894,2016-08-16,[117.27999878],[117.67250942]
895,2016-08-17,[119.19999695],[117.49314919]
896,2016-08-18,[118.94000244],[118.31414018]
897,2016-08-19,[119.62000275],[118.9181956]
898,2016-08-22,[120.58000183],[119.41089815]
899,2016-08-23,[119.80000305],[120.09728241]
900,2016-08-24,[120.90000153],[120.09277129]
901,2016-08-25,[120.29000092],[120.43317856]
902,2016-08-26,[118.62000275],[120.44330304]
903,2016-08-29,[120.33999634],[119.45517007]
904,2016-08-30,[121.23999786],[119.59782367]
905,2016-08-31,[120.62999725],[120.60178837]
906,2016-09-01,[121.01999664],[120.95527641]
907,2016-09-02,[122.08000183],[120.9979529]
908,2016-09-06,[120.66999817],[121.51123174]
909,2016-09-07,[120.73999786],[121.21309836]
910,2016-09-08,[121.01000214],[120.81236516]
911,2016-09-09,[118.66000366],[120.79930585]
912,2016-09-12,[120.34999847],[119.71849246]
913,2016-09-13,[118.80999756],[119.72552227]
914,2016-09-14,[117.44999695],[119.3600335]
915,2016-09-15,[118.16999817],[118.2893844]
916,2016-09-16,[114.62999725],[117.94022822]
917,2016-09-19,[115.06999969],[116.24228534]
918,2016-09-20,[116.45999908],[115.20678872]
919,2016-09-21,[119.44999695],[115.73397726]
920,2016-09-22,[120.80000305],[117.98009731]
921,2016-09-23,[117.66000366],[120.13835131]
922,2016-09-26,[117.09999847],[119.30760996]
923,2016-09-27,[118.31999969],[117.61412571]
924,2016-09-28,[117.62999725],[117.47398344]
925,2016-09-29,[115.98999786],[117.71294979]
926,2016-09-30,[116.05999756],[116.98123678]
927,2016-10-03,[115.26000214],[116.28081085]
928,2016-10-04,[115.33000183],[115.62304368]
929,2016-10-05,[117.06999969],[115.39049234]
930,2016-10-06,[116.44000244],[116.29671557]
931,2016-10-07,[115.88999939],[116.71953479]
932,2016-10-10,[116.41999817],[116.37632193]
933,2016-10-11,[115.31999969],[116.25087801]
934,2016-10-12,[115.15000153],[115.77525147]
935,2016-10-13,[114.69000244],[115.36000681]
936,2016-10-14,[115.08999634],[114.968477]
937,2016-10-17,[115.43000031],[114.99897587]
938,2016-10-18,[115.05000305],[115.31306377]
939,2016-10-19,[114.88999939],[115.31971244]
940,2016-10-20,[116.13999939],[115.1082664]
941,2016-10-21,[115.26999664],[115.5949527]
942,2016-10-24,[115.44999695],[115.6260747]
943,2016-10-25,[115.25],[115.54103274]
944,2016-10-26,[115.5],[115.37774142]
945,2016-10-27,[114.84999847],[115.42780562]
946,2016-10-28,[114.80999756],[115.19640372]
947,2016-10-31,[115.66000366],[114.96275202]
948,2016-11-01,[114.73000336],[115.30172191]
949,2016-11-02,[113.37999725],[115.17389712]
950,2016-11-03,[113.16999817],[114.23105132]
951,2016-11-04,[110.55999756],[113.44467773]
952,2016-11-07,[112.48000336],[111.87584862]
953,2016-11-08,[113.80999756],[111.87231561]
954,2016-11-09,[111.80999756],[113.0602999]
955,2016-11-10,[110.86000061],[112.89546588]
956,2016-11-11,[111.94999695],[111.78473025]
957,2016-11-14,[111.77999878],[111.57449753]
958,2016-11-15,[112.48999786],[111.7715363]
959,2016-11-16,[112.56999969],[112.30928572]
960,2016-11-17,[113.23999786],[112.65367001]
961,2016-11-18,[114.04000092],[113.05778201]
962,2016-11-21,[114.51000214],[113.67854745]
963,2016-11-22,[113.77999878],[114.28476981]
964,2016-11-23,[114.51000214],[114.18571803]
965,2016-11-25,[117.80000305],[114.28776286]
966,2016-11-28,[117.65000153],[116.12981849]
967,2016-11-29,[118.30000305],[117.48663684]
968,2016-11-30,[118.52999878],[118.17655789]
969,2016-12-01,[117.76999664],[118.39993759]
970,2016-12-02,[116.83000183],[118.04004172]
971,2016-12-05,[117.55999756],[117.26523639]
972,2016-12-06,[117.87999725],[117.21775548]
973,2016-12-07,[121.45999908],[117.64541467]
974,2016-12-08,[122.80999756],[119.79870316]
975,2016-12-09,[122.98000336],[122.00824844]
976,2016-12-12,[121.86000061],[122.99584125]
977,2016-12-13,[123.06999969],[122.40818438]
978,2016-12-14,[121.05999756],[122.38502714]
979,2016-12-15,[121.98000336],[121.693409]
980,2016-12-16,[121.],[121.63439671]
981,2016-12-19,[121.83999634],[121.34216557]
982,2016-12-20,[121.66999817],[121.53451102]
983,2016-12-21,[121.11000061],[121.69509886]
984,2016-12-22,[120.66000366],[121.42416361]
985,2016-12-23,[120.90000153],[120.9088876]
986,2016-12-27,[119.38999939],[120.76090373]
987,2016-12-28,[118.41999817],[120.05356212]
988,2016-12-29,[117.04000092],[119.00618758]
989,2016-12-30,[117.19999695],[117.73006876]
990,2017-01-03,[118.55000305],[117.19613083]
991,2017-01-04,[121.19000244],[117.90819619]
992,2017-01-05,[120.44000244],[119.94059655]
993,2017-01-06,[120.12999725],[120.79989095]
994,2017-01-09,[119.73999786],[120.50473646]
995,2017-01-10,[119.76000214],[119.85837633]
996,2017-01-11,[119.91000366],[119.60603108]
997,2017-01-12,[119.63999939],[119.76256264]
998,2017-01-13,[119.80999756],[119.79697866]
999,2017-01-17,[118.41000366],[119.81174293]
1000,2017-01-18,[118.79000092],[119.07886256]
1001,2017-01-19,[119.30999756],[118.70295797]
1002,2017-01-20,[118.91999817],[118.98271022]
1003,2017-01-23,[118.29000092],[119.10844999]
1004,2017-01-24,[117.63999939],[118.71712063]
1005,2017-01-25,[119.05999756],[118.02256636]
1006,2017-01-26,[118.98000336],[118.39304679]
1007,2017-01-27,[116.69000244],[118.90610263]
1008,2017-01-30,[116.06999969],[117.91329473]
1009,2017-01-31,[115.75],[116.59838774]
1010,2017-02-01,[115.26000214],[115.85022789]
1011,2017-02-02,[114.52999878],[115.49894224]
1012,2017-02-03,[115.12000275],[115.04012932]
1013,2017-02-06,[113.30999756],[115.03559608]
1014,2017-02-07,[113.04000092],[114.24326455]
1015,2017-02-08,[113.26999664],[113.45005133]
1016,2017-02-09,[111.91999817],[113.23771543]
1017,2017-02-10,[112.88999939],[112.65227157]
1018,2017-02-13,[114.12999725],[112.70078123]
1019,2017-02-14,[114.47000122],[113.54793977]
1020,2017-02-15,[113.61000061],[114.33271332]
1021,2017-02-16,[113.34999847],[114.17538338]
1022,2017-02-17,[113.69999695],[113.65562349]
1023,2017-02-21,[114.30000305],[113.55159026]
1024,2017-02-22,[114.40000153],[113.99260445]
1025,2017-02-23,[114.58999634],[114.40137289]
1026,2017-02-24,[113.76999664],[114.62807032]
1027,2017-02-27,[114.23999786],[114.24803441]
1028,2017-02-28,[113.15000153],[114.13524492]
1029,2017-03-01,[114.73999786],[113.66544585]
1030,2017-03-02,[113.38999939],[114.1363253]
1031,2017-03-03,[113.33999634],[113.98514904]
1032,2017-03-06,[112.91000366],[113.63206964]
1033,2017-03-07,[112.65000153],[113.203397]
1034,2017-03-08,[111.80000305],[112.87790317]
1035,2017-03-09,[112.19000244],[112.33744659]
1036,2017-03-10,[112.66000366],[112.20233922]
1037,2017-03-13,[113.40000153],[112.50738916]
1038,2017-03-14,[112.08999634],[113.13430243]
1039,2017-03-15,[113.23999786],[112.82893807]
1040,2017-03-16,[113.23999786],[112.93841391]
1041,2017-03-17,[112.20999908],[113.17801532]
1042,2017-03-20,[112.],[112.81133041]
1043,2017-03-21,[111.38999939],[112.32330271]
1044,2017-03-22,[110.83000183],[111.78651322]
1045,2017-03-23,[110.51000214],[111.26130657]
1046,2017-03-24,[111.36000061],[110.85953899]
1047,2017-03-27,[111.73000336],[111.12474042]
1048,2017-03-28,[112.41000366],[111.62568312]
1049,2017-03-29,[110.25],[112.22673961]
1050,2017-03-30,[110.05999756],[111.42825267]
1051,2017-03-31,[108.62000275],[110.50939086]
1052,2017-04-03,[108.51999664],[109.41473342]
1053,2017-04-04,[108.01000214],[108.83742803]
1054,2017-04-05,[106.13999939],[108.47485756]
1055,2017-04-06,[105.5],[107.41162008]
1056,2017-04-07,[105.91000366],[106.34474106]
1057,2017-04-10,[105.98000336],[106.05316919]
1058,2017-04-11,[106.40000153],[106.18121862]
1059,2017-04-12,[105.44000244],[106.52029284]
1060,2017-04-13,[104.18000031],[106.236197]
1061,2017-04-17,[106.12000275],[105.28023668]
1062,2017-04-18,[105.31999969],[105.57300702]
1063,2017-04-19,[104.62000275],[105.74401462]
1064,2017-04-20,[106.],[105.41443398]
1065,2017-04-21,[106.58000183],[105.73748608]
1066,2017-04-24,[106.98999786],[106.38565096]
1067,2017-04-25,[108.72000122],[106.98085377]
1068,2017-04-26,[109.91000366],[108.06254088]
1069,2017-04-27,[109.41000366],[109.31271622]
1070,2017-04-28,[108.13999939],[109.71427196]
1071,2017-05-01,[108.30000305],[109.01343593]
1072,2017-05-02,[109.23999786],[108.47664597]
1073,2017-05-03,[108.87000275],[108.82652135]
1074,2017-05-04,[109.16000366],[109.10308757]
1075,2017-05-05,[109.91000366],[109.30100164]
1076,2017-05-08,[110.19000244],[109.71936325]
1077,2017-05-09,[108.45999908],[110.13312442]
1078,2017-05-10,[105.80999756],[109.46965106]
1079,2017-05-11,[106.83999634],[107.51401087]
1080,2017-05-12,[106.45999908],[106.76882766]
1081,2017-05-15,[106.41000366],[106.68599584]
1082,2017-05-16,[106.91999817],[106.7756948]
1083,2017-05-17,[105.79000092],[107.03932973]
1084,2017-05-18,[106.76999664],[106.63501375]
1085,2017-05-19,[107.55999756],[106.69727392]
1086,2017-05-22,[107.5],[107.27587899]
1087,2017-05-23,[108.08000183],[107.67576278]
1088,2017-05-24,[107.31999969],[108.06215438]
1089,2017-05-25,[107.30000305],[107.8722276]
1090,2017-05-26,[107.09999847],[107.60709817]
1091,2017-05-30,[107.87999725],[107.39576239]
1092,2017-05-31,[107.54000092],[107.70939904]
1093,2017-06-01,[108.40000153],[107.85203899]
1094,2017-06-02,[109.37000275],[108.25781354]
1095,2017-06-05,[107.76000214],[109.00175362]
1096,2017-06-06,[107.80000305],[108.66838544]
1097,2017-06-07,[107.52999878],[108.18035253]
1098,2017-06-08,[105.77999878],[107.82333493]
1099,2017-06-09,[105.73999786],[106.87663877]
1100,2017-06-12,[106.44999695],[106.22321183]
1101,2017-06-13,[107.41000366],[106.35880966]
1102,2017-06-14,[106.69999695],[107.11095587]
1103,2017-06-15,[105.77999878],[107.26598428]
1104,2017-06-16,[104.90000153],[106.66212407]
1105,2017-06-19,[104.69999695],[105.73242999]
1106,2017-06-20,[103.81999969],[105.14748885]
1107,2017-06-21,[104.55999756],[104.57923553]
1108,2017-06-22,[105.48999786],[104.64530825]
1109,2017-06-23,[105.23999786],[105.28432747]
1110,2017-06-26,[104.98000336],[105.6107149]
1111,2017-06-27,[104.54000092],[105.5111378]
1112,2017-06-28,[105.30999756],[105.12563272]
1113,2017-06-29,[104.33999634],[105.25114923]
1114,2017-06-30,[105.01999664],[105.02610863]
1115,2017-07-03,[106.02999878],[105.12220142]
1116,2017-07-05,[108.52999878],[105.7455274]
1117,2017-07-06,[107.44999695],[107.39381185]
1118,2017-07-07,[108.47000122],[107.96200007]
1119,2017-07-10,[108.22000122],[108.35402111]
1120,2017-07-11,[108.20999908],[108.406377]
1121,2017-07-12,[109.87000275],[108.37287825]
1122,2017-07-13,[109.83999634],[109.17749884]
1123,2017-07-14,[110.19999695],[109.82316188]
1124,2017-07-17,[110.33000183],[110.22409229]
1125,2017-07-18,[110.],[110.39819615]
1126,2017-07-19,[109.69999695],[110.27361771]
1127,2017-07-20,[109.83999634],[110.00206523]
1128,2017-07-21,[109.30999756],[109.92567894]
1129,2017-07-24,[109.41000366],[109.70485645]
1130,2017-07-25,[110.12999725],[109.59604532]
1131,2017-07-26,[110.76999664],[109.93488294]
1132,2017-07-27,[111.66999817],[110.5449867]
1133,2017-07-28,[112.26000214],[111.33722832]
1134,2017-07-31,[112.83999634],[112.04061762]
1135,2017-08-01,[114.16999817],[112.62630085]
1136,2017-08-02,[114.19000244],[113.54598144]
1137,2017-08-03,[112.73000336],[114.11810148]
1138,2017-08-04,[113.63999939],[113.52962171]
1139,2017-08-07,[114.12999725],[113.37231641]
1140,2017-08-08,[114.22000122],[113.78119356]
1141,2017-08-09,[113.09999847],[114.20105588]
1142,2017-08-10,[112.37999725],[113.78200991]
1143,2017-08-11,[112.12000275],[112.93859342]
1144,2017-08-14,[113.02999878],[112.34223382]
1145,2017-08-15,[113.27999878],[112.65024515]
1146,2017-08-16,[112.38999939],[113.19177768]
1147,2017-08-17,[111.44999695],[112.99823992]
1148,2017-08-18,[111.73000336],[112.15838854]
1149,2017-08-21,[112.72000122],[111.74872059]
1150,2017-08-22,[112.87000275],[112.250322]
1151,2017-08-23,[112.84999847],[112.83064765]
1152,2017-08-24,[112.22000122],[113.04428131]
1153,2017-08-25,[112.83999634],[112.68156408]
1154,2017-08-28,[112.26999664],[112.66920466]
1155,2017-08-29,[112.08000183],[112.53946179]
1156,2017-08-30,[112.29000092],[112.33814903]
1157,2017-08-31,[112.98000336],[112.3233011]
1158,2017-09-01,[113.02999878],[112.72701576]
1159,2017-09-05,[113.62000275],[113.06253636]
