,Date,Actual,Predicted
583,2015-05-22,[35.70000076],[35.37139366]
584,2015-05-26,[35.52000046],[35.66843805]
585,2015-05-27,[35.81000137],[35.60988721]
586,2015-05-28,[36.38999939],[35.69173068]
587,2015-05-29,[35.97000122],[36.17290514]
588,2015-06-01,[36.18000031],[36.15117509]
589,2015-06-02,[36.22000122],[36.10665805]
590,2015-06-03,[35.93999863],[36.17212474]
591,2015-06-04,[35.54000092],[36.04233142]
592,2015-06-05,[35.11999893],[35.67151113]
593,2015-06-08,[34.99000168],[35.2324924]
594,2015-06-09,[35.25999832],[35.00529252]
595,2015-06-10,[35.59000015],[35.15610375]
596,2015-06-11,[35.54999924],[35.48838323]
597,2015-06-12,[35.70999908],[35.58341233]
598,2015-06-15,[35.45999908],[35.64513591]
599,2015-06-16,[35.61000061],[35.5283561]
600,2015-06-17,[35.81000137],[35.54482821]
601,2015-06-18,[36.20000076],[35.73133855]
602,2015-06-19,[36.11000061],[36.07484722]
603,2015-06-22,[36.18999863],[36.15663438]
604,2015-06-23,[36.29999924],[36.15610874]
605,2015-06-24,[35.15999985],[36.23908186]
606,2015-06-25,[34.70000076],[35.55736905]
607,2015-06-26,[34.38000107],[34.8192567]
608,2015-06-29,[33.22999954],[34.4298132]
609,2015-06-30,[33.33000183],[33.64196755]
610,2015-07-01,[33.04000092],[33.28807311]
611,2015-07-02,[33.22999954],[33.12710367]
612,2015-07-06,[32.65000153],[33.19212556]
613,2015-07-07,[32.86000061],[32.88173298]
614,2015-07-08,[31.19000053],[32.79284982]
615,2015-07-09,[31.01000023],[31.80391791]
616,2015-07-10,[31.39999962],[31.10184586]
617,2015-07-13,[31.68000031],[31.24758791]
618,2015-07-14,[31.77000046],[31.64531859]
619,2015-07-15,[31.43000031],[31.8226977]
620,2015-07-16,[30.61000061],[31.59921201]
621,2015-07-17,[30.64999962],[30.94005696]
622,2015-07-20,[30.5],[30.66500005]
623,2015-07-21,[30.38999939],[30.60263271]
624,2015-07-22,[30.29999924],[30.52478355]
625,2015-07-23,[31.5],[30.41255957]
626,2015-07-24,[31.05999947],[31.09560018]
627,2015-07-27,[31.04999924],[31.27454947]
628,2015-07-28,[31.31999969],[31.14643032]
629,2015-07-29,[31.95000076],[31.23611879]
630,2015-07-30,[31.90999985],[31.74517574]
631,2015-07-31,[31.51000023],[31.9891272]
632,2015-08-03,[31.68000031],[31.72579751]
633,2015-08-04,[31.52000046],[31.63972118]
634,2015-08-05,[31.60000038],[31.6038506]
635,2015-08-06,[31.86000061],[31.63478656]
636,2015-08-07,[31.73999977],[31.81374474]
637,2015-08-10,[31.94000053],[31.83389763]
638,2015-08-11,[30.82999992],[31.913862]
639,2015-08-12,[30.87000084],[31.28272997]
640,2015-08-13,[31.05999947],[30.90444052]
641,2015-08-14,[31.48999977],[31.00929833]
642,2015-08-17,[31.61000061],[31.40237718]
643,2015-08-18,[31.70999908],[31.64055761]
644,2015-08-19,[31.62999916],[31.72618344]
645,2015-08-20,[30.84000015],[31.68955942]
646,2015-08-21,[29.60000038],[31.17550524]
647,2015-08-24,[27.79999924],[30.11986034]
648,2015-08-25,[27.28000069],[28.55366446]
649,2015-08-26,[28.10000038],[27.60779453]
650,2015-08-27,[28.57999992],[27.91078634]
651,2015-08-28,[29.],[28.52664695]
652,2015-08-31,[29.44000053],[28.9880938]
653,2015-09-01,[28.63999939],[29.35888685]
654,2015-09-02,[29.20999908],[29.02400446]
655,2015-09-03,[29.11000061],[29.08781795]
656,2015-09-04,[28.87999916],[29.20220577]
657,2015-09-08,[29.87999916],[29.09655545]
658,2015-09-09,[29.62000084],[29.58970343]
659,2015-09-10,[30.],[29.77953261]
660,2015-09-11,[30.14999962],[29.96641937]
661,2015-09-14,[30.71999931],[30.14736057]
662,2015-09-15,[30.98999977],[30.5658824]
663,2015-09-16,[31.20000076],[30.94554265]
664,2015-09-17,[31.30999947],[31.18905188]
665,2015-09-18,[30.51000023],[31.31932575]
666,2015-09-21,[30.62000084],[30.86372983]
667,2015-09-22,[30.03000069],[30.63704961]
668,2015-09-23,[29.71999931],[30.29900068]
669,2015-09-24,[29.44000053],[29.93842164]
670,2015-09-25,[29.40999985],[29.6331404]
671,2015-09-28,[28.55999947],[29.51479428]
672,2015-09-29,[29.14999962],[28.99659637]
673,2015-09-30,[30.02000046],[29.04428499]
674,2015-10-01,[30.67000008],[29.73636733]
675,2015-10-02,[31.72999954],[30.49913628]
676,2015-10-05,[31.76000023],[31.3954903]
677,2015-10-06,[32.22000122],[31.78333958]
678,2015-10-07,[33.04999924],[32.08858626]
679,2015-10-08,[33.43000031],[32.75062429]
680,2015-10-09,[32.95000076],[33.33237312]
681,2015-10-12,[33.02000046],[33.18838679]
682,2015-10-13,[33.13000107],[33.01114879]
683,2015-10-14,[33.33000183],[33.0863123]
684,2015-10-15,[33.31999969],[33.3019404]
685,2015-10-16,[33.15000153],[33.37497858]
686,2015-10-19,[33.24000168],[33.24267517]
687,2015-10-20,[33.47999954],[33.2182442]
688,2015-10-21,[35.41999817],[33.40901732]
689,2015-10-22,[35.41999817],[34.74489302]
690,2015-10-23,[35.95000076],[35.48628223]
691,2015-10-26,[35.66999817],[35.82745767]
692,2015-10-27,[34.97000122],[35.73981504]
693,2015-10-28,[35.22000122],[35.20163973]
694,2015-10-29,[34.75],[35.10557629]
695,2015-10-30,[34.90999985],[34.9207442]
696,2015-11-02,[35.56999969],[34.8799746]
697,2015-11-03,[35.77999878],[35.33209101]
698,2015-11-04,[35.41999817],[35.73398723]
699,2015-11-05,[35.43999863],[35.5764932]
700,2015-11-06,[35.75],[35.40411354]
701,2015-11-09,[35.66999817],[35.60742557]
702,2015-11-10,[35.61999893],[35.71793344]
703,2015-11-11,[35.54999924],[35.65451133]
704,2015-11-12,[35.09000015],[35.55588689]
705,2015-11-13,[34.31000137],[35.23686997]
706,2015-11-16,[35.16999817],[34.56883934]
707,2015-11-17,[35.20999908],[34.82671133]
708,2015-11-18,[36.45999908],[35.20588457]
709,2015-11-19,[36.13999939],[36.0693352]
710,2015-11-20,[36.34000015],[36.27792611]
711,2015-11-23,[36.08000183],[36.27151431]
712,2015-11-24,[36.22000122],[36.12684884]
713,2015-11-25,[36.34000015],[36.15723748]
714,2015-11-27,[36.36999893],[36.29824523]
715,2015-11-30,[36.20000076],[36.37089144]
716,2015-12-01,[36.25999832],[36.25535534]
717,2015-12-02,[35.72999954],[36.21630753]
718,2015-12-03,[35.47000122],[35.89878321]
719,2015-12-04,[36.25],[35.53914378]
720,2015-12-07,[36.13000107],[35.93949103]
721,2015-12-08,[35.47999954],[36.19284057]
722,2015-12-09,[35.45000076],[35.73530123]
723,2015-12-10,[35.63000107],[35.40054135]
724,2015-12-11,[34.54999924],[35.51723315]
725,2015-12-14,[34.38999939],[34.95262169]
726,2015-12-15,[34.54000092],[34.4278864]
727,2015-12-16,[35.13999939],[34.43070537]
728,2015-12-17,[34.11000061],[34.94028451]
729,2015-12-18,[33.66999817],[34.52349293]
730,2015-12-21,[33.83000183],[33.81147576]
731,2015-12-22,[34.29000092],[33.70113686]
732,2015-12-23,[34.77999878],[34.13305554]
733,2015-12-24,[34.59999847],[34.66059446]
734,2015-12-28,[34.50999832],[34.70004976]
735,2015-12-29,[34.5],[34.53241162]
736,2015-12-30,[34.33000183],[34.4752105]
737,2015-12-31,[34.00999832],[34.39545442]
738,2016-01-04,[33.31000137],[34.14043408]
739,2016-01-05,[32.43000031],[33.56042675]
740,2016-01-06,[31.27000046],[32.73473721]
741,2016-01-07,[29.98999977],[31.68318784]
742,2016-01-08,[29.53000069],[30.47854376]
743,2016-01-11,[30.25],[29.7494727]
744,2016-01-12,[30.29999924],[30.04305174]
745,2016-01-13,[30.48999977],[30.37143919]
746,2016-01-14,[30.29999924],[30.5274951]
747,2016-01-15,[29.56999969],[30.42346364]
748,2016-01-19,[29.39999962],[29.9022301]
749,2016-01-20,[29.42000008],[29.5359592]
750,2016-01-21,[29.54999924],[29.48420379]
751,2016-01-22,[29.28000069],[29.6014556]
752,2016-01-25,[29.22999954],[29.49280043]
753,2016-01-26,[29.64999962],[29.35290455]
754,2016-01-27,[29.20999908],[29.56251951]
755,2016-01-28,[29.02000046],[29.46511777]
756,2016-01-29,[29.63999939],[29.21497197]
757,2016-02-01,[30.11000061],[29.47707883]
758,2016-02-02,[29.64999962],[29.99079761]
759,2016-02-03,[28.92000008],[29.93052872]
760,2016-02-04,[28.63999939],[29.3084872]
761,2016-02-05,[28.54000092],[28.82717933]
762,2016-02-08,[28.68000031],[28.6709934]
763,2016-02-09,[27.87000084],[28.75574908]
764,2016-02-10,[27.70999908],[28.3341821]
765,2016-02-11,[26.89999962],[27.9404085]
766,2016-02-12,[27.70999908],[27.35926957]
767,2016-02-16,[28.57999992],[27.56225431]
768,2016-02-17,[29.27000046],[28.32074719]
769,2016-02-18,[29.03000069],[29.09818004]
770,2016-02-19,[28.78000069],[29.22734342]
771,2016-02-22,[29.62999916],[28.97726639]
772,2016-02-23,[29.37999916],[29.35611753]
773,2016-02-24,[28.84000015],[29.5357778]
774,2016-02-25,[29.5],[29.1896616]
775,2016-02-26,[29.62999916],[29.33910578]
776,2016-02-29,[29.44000053],[29.63253018]
777,2016-03-01,[30.01000023],[29.6297067]
778,2016-03-02,[30.14999962],[29.88371585]
779,2016-03-03,[31.06999969],[30.14909809]
780,2016-03-04,[31.37000084],[30.79197714]
781,2016-03-07,[31.59000015],[31.30518156]
782,2016-03-08,[30.68000031],[31.57423574]
783,2016-03-09,[30.54000092],[31.06735241]
784,2016-03-10,[30.81999969],[30.63766769]
785,2016-03-11,[31.26000023],[30.74340084]
786,2016-03-14,[31.18000031],[31.16889008]
787,2016-03-15,[31.04999924],[31.2997981]
788,2016-03-16,[31.69000053],[31.16597549]
789,2016-03-17,[31.95999908],[31.47773748]
790,2016-03-18,[31.95999908],[31.89374449]
791,2016-03-21,[32.08000183],[32.03207505]
792,2016-03-22,[31.89999962],[32.07869009]
793,2016-03-23,[31.30999947],[31.99160142]
794,2016-03-24,[30.95999908],[31.57139961]
795,2016-03-28,[31.02000046],[31.13309971]
796,2016-03-29,[31.19000053],[31.03712902]
797,2016-03-30,[30.98999977],[31.18677821]
798,2016-03-31,[31.43000031],[31.14167299]
799,2016-04-01,[30.46999931],[31.32478327]
800,2016-04-04,[29.89999962],[30.87400681]
801,2016-04-05,[29.60000038],[30.18925834]
802,2016-04-06,[29.94000053],[29.75773688]
803,2016-04-07,[29.42000008],[29.88556484]
804,2016-04-08,[29.37000084],[29.72287807]
805,2016-04-11,[29.53000069],[29.51206024]
806,2016-04-12,[29.70999908],[29.53816114]
807,2016-04-13,[30.78000069],[29.71887922]
808,2016-04-14,[30.71999931],[30.44587349]
809,2016-04-15,[30.55999947],[30.80122734]
810,2016-04-18,[31.30999947],[30.70744836]
811,2016-04-19,[31.96999931],[31.05758498]
812,2016-04-20,[32.18999863],[31.74460599]
813,2016-04-21,[32.65999985],[32.18104367]
814,2016-04-22,[32.18000031],[32.54105533]
815,2016-04-25,[31.95000076],[32.38216837]
816,2016-04-26,[32.18999863],[32.06743553]
817,2016-04-27,[32.15999985],[32.11695123]
818,2016-04-28,[32.43999863],[32.21710412]
819,2016-04-29,[31.79999924],[32.40050296]
820,2016-05-02,[31.75],[32.07917824]
821,2016-05-03,[31.25],[31.80356251]
822,2016-05-04,[30.59000015],[31.45301322]
823,2016-05-05,[30.54000092],[30.8943611]
824,2016-05-06,[30.95999908],[30.61418936]
825,2016-05-09,[30.78000069],[30.85165952]
826,2016-05-10,[31.35000038],[30.92420377]
827,2016-05-11,[31.07999992],[31.21232318]
828,2016-05-12,[31.18000031],[31.21873925]
829,2016-05-13,[30.52000046],[31.20165417]
830,2016-05-16,[30.67000008],[30.80919416]
831,2016-05-17,[30.62999916],[30.673561]
832,2016-05-18,[30.75],[30.69189902]
833,2016-05-19,[30.31999969],[30.78520652]
834,2016-05-20,[30.56999969],[30.55676812]
835,2016-05-23,[30.59000015],[30.54245061]
836,2016-05-24,[31.04999924],[30.62871013]
837,2016-05-25,[31.64999962],[30.94829067]
838,2016-05-26,[31.29000092],[31.47843381]
839,2016-05-27,[31.38999939],[31.48605109]
840,2016-05-31,[31.28000069],[31.40800534]
841,2016-06-01,[30.21999931],[31.34200528]
842,2016-06-02,[30.26000023],[30.67804654]
843,2016-06-03,[29.60000038],[30.31475841]
844,2016-06-06,[29.98999977],[29.90121373]
845,2016-06-07,[30.22999954],[29.94630129]
846,2016-06-08,[29.56999969],[30.21099074]
847,2016-06-09,[29.36000061],[29.92389837]
848,2016-06-10,[29.05999947],[29.53841815]
849,2016-06-13,[29.07999992],[29.23918181]
850,2016-06-14,[28.82999992],[29.1712795]
851,2016-06-15,[28.86000061],[29.03938015]
852,2016-06-16,[29.02000046],[28.97079224]
853,2016-06-17,[29.22999954],[29.05621557]
854,2016-06-20,[29.64999962],[29.24487192]
855,2016-06-21,[29.51000023],[29.57847472]
856,2016-06-22,[29.31999969],[29.64851752]
857,2016-06-23,[29.81999969],[29.49026752]
858,2016-06-24,[28.35000038],[29.69948266]
859,2016-06-27,[27.51000023],[29.00551751]
860,2016-06-28,[27.73999977],[28.00511527]
861,2016-06-29,[28.17000008],[27.76477805]
862,2016-06-30,[28.29999924],[28.11693499]
863,2016-07-01,[28.88999939],[28.4045717]
864,2016-07-05,[28.17000008],[28.79453112]
865,2016-07-06,[28.39999962],[28.54912921]
866,2016-07-07,[28.73999977],[28.44259068]
867,2016-07-08,[29.65999985],[28.68072959]
868,2016-07-11,[30.12999916],[29.38831476]
869,2016-07-12,[30.60000038],[30.02356234]
870,2016-07-13,[30.62999916],[30.49911903]
871,2016-07-14,[30.76000023],[30.66903594]
872,2016-07-15,[30.77000046],[30.76142717]
873,2016-07-18,[30.87000084],[30.81499015]
874,2016-07-19,[31.25],[30.89605797]
875,2016-07-20,[31.48999977],[31.16774534]
876,2016-07-21,[32.02999878],[31.45820569]
877,2016-07-22,[32.15999985],[31.88623915]
878,2016-07-25,[32.06000137],[32.15684698]
879,2016-07-26,[32.15000153],[32.14607269]
880,2016-07-27,[32.02000046],[32.14696046]
881,2016-07-28,[30.98999977],[32.09815586]
882,2016-07-29,[31.54000092],[31.42409706]
883,2016-08-01,[31.29999924],[31.37531281]
884,2016-08-02,[29.93000031],[31.41484599]
885,2016-08-03,[30.23999977],[30.54450385]
886,2016-08-04,[30.34000015],[30.18764845]
887,2016-08-05,[30.79999924],[30.32171262]
888,2016-08-08,[30.87999916],[30.72224218]
889,2016-08-09,[31.06999969],[30.9330233]
890,2016-08-10,[31.25],[31.05951801]
891,2016-08-11,[31.75],[31.21778456]
892,2016-08-12,[31.56999969],[31.60436365]
893,2016-08-15,[31.86000061],[31.6894773]
894,2016-08-16,[31.70999908],[31.80798878]
895,2016-08-17,[31.85000038],[31.7953279]
896,2016-08-18,[31.54999924],[31.84617383]
897,2016-08-19,[31.82999992],[31.70443967]
898,2016-08-22,[31.87000084],[31.7745522]
899,2016-08-23,[31.89999962],[31.89245514]
900,2016-08-24,[31.78000069],[31.94582439]
901,2016-08-25,[31.54000092],[31.86884183]
902,2016-08-26,[31.53000069],[31.66749665]
903,2016-08-29,[31.80999947],[31.57147163]
904,2016-08-30,[31.67000008],[31.7464483]
905,2016-08-31,[31.92000008],[31.77708572]
906,2016-09-01,[31.79999924],[31.88201688]
907,2016-09-02,[32.15999985],[31.87736116]
908,2016-09-06,[32.11999893],[32.06891392]
909,2016-09-07,[31.88999939],[32.17115736]
910,2016-09-08,[31.70999908],[32.02573309]
911,2016-09-09,[30.47999954],[31.80917545]
912,2016-09-12,[31.18000031],[30.97331212]
913,2016-09-13,[30.94000053],[30.96417715]
914,2016-09-14,[30.70999908],[31.06168274]
915,2016-09-15,[31.12000084],[30.90520362]
916,2016-09-16,[30.96999931],[31.02156911]
917,2016-09-19,[31.71999931],[31.06335959]
918,2016-09-20,[31.64999962],[31.50055928]
919,2016-09-21,[32.11000061],[31.71861199]
920,2016-09-22,[32.38999939],[31.99858338]
921,2016-09-23,[32.11999893],[32.31133005]
922,2016-09-26,[31.79999924],[32.2646353]
923,2016-09-27,[31.60000038],[31.95798247]
924,2016-09-28,[31.89999962],[31.69564011]
925,2016-09-29,[31.47999954],[31.82337912]
926,2016-09-30,[31.77000046],[31.69445297]
927,2016-10-03,[32.04000092],[31.72571854]
928,2016-10-04,[32.16999817],[31.96581737]
929,2016-10-05,[32.68000031],[32.17224269]
930,2016-10-06,[32.52999878],[32.53664953]
931,2016-10-07,[32.34000015],[32.61877532]
932,2016-10-10,[32.15000153],[32.44860861]
933,2016-10-11,[31.88999939],[32.23583139]
934,2016-10-12,[31.68000031],[32.01249449]
935,2016-10-13,[31.51000023],[31.80005375]
936,2016-10-14,[31.87000084],[31.61778168]
937,2016-10-17,[31.55999947],[31.77954207]
938,2016-10-18,[31.39999962],[31.7240976]
939,2016-10-19,[31.85000038],[31.51936237]
940,2016-10-20,[31.75],[31.70834053]
941,2016-10-21,[32.04000092],[31.82605029]
942,2016-10-24,[32.97999954],[31.99482505]
943,2016-10-25,[31.60000038],[32.65896781]
944,2016-10-26,[31.57999992],[32.15913056]
945,2016-10-27,[31.32999992],[31.63553469]
946,2016-10-28,[31.31999969],[31.40127623]
947,2016-10-31,[31.60000038],[31.38422213]
948,2016-11-01,[31.47999954],[31.56655675]
949,2016-11-02,[31.45000076],[31.58301795]
950,2016-11-03,[31.06999969],[31.51303726]
951,2016-11-04,[31.15999985],[31.24844035]
952,2016-11-07,[32.02000046],[31.17151164]
953,2016-11-08,[31.72999954],[31.73538206]
954,2016-11-09,[30.95999908],[31.8993824]
955,2016-11-10,[32.72999954],[31.32475845]
956,2016-11-11,[34.02000046],[32.07545513]
957,2016-11-14,[33.27999878],[33.54048474]
958,2016-11-15,[33.43000031],[33.67333063]
959,2016-11-16,[33.22999954],[33.4101624]
960,2016-11-17,[33.41999817],[33.24187705]
961,2016-11-18,[33.],[33.37213622]
962,2016-11-21,[33.00999832],[33.20504531]
963,2016-11-22,[33.81000137],[33.04321217]
964,2016-11-23,[33.86000061],[33.52257288]
965,2016-11-25,[34.25],[33.88226703]
966,2016-11-28,[34.04999924],[34.16228784]
967,2016-11-29,[34.56999969],[34.12926794]
968,2016-11-30,[34.52999878],[34.3864]
969,2016-12-01,[36.43000031],[34.55678747]
970,2016-12-02,[35.40999985],[35.77962666]
971,2016-12-05,[34.93999863],[35.8298314]
972,2016-12-06,[35.06999969],[35.13525469]
973,2016-12-07,[36.29999924],[34.92974453]
974,2016-12-08,[36.41999817],[35.85355408]
975,2016-12-09,[37.65999985],[36.4679406]
976,2016-12-12,[37.09999847],[37.28132003]
977,2016-12-13,[37.36000061],[37.29770344]
978,2016-12-14,[35.95000076],[37.25604395]
979,2016-12-15,[36.24000168],[36.39744504]
980,2016-12-16,[36.36999893],[36.08705285]
981,2016-12-19,[36.40000153],[36.28737528]
982,2016-12-20,[36.61000061],[36.43149463]
983,2016-12-21,[36.41999817],[36.54217849]
984,2016-12-22,[35.68999863],[36.46209225]
985,2016-12-23,[35.68999863],[35.91894456]
986,2016-12-27,[35.54000092],[35.63703189]
987,2016-12-28,[35.15000153],[35.55833129]
988,2016-12-29,[35.13999939],[35.29466146]
989,2016-12-30,[34.84000015],[35.12562731]
990,2017-01-03,[35.15000153],[34.92041399]
991,2017-01-04,[37.09000015],[35.02968257]
992,2017-01-05,[36.38999939],[36.39713345]
993,2017-01-06,[35.99000168],[36.71022673]
994,2017-01-09,[36.00999832],[36.15636164]
995,2017-01-10,[37.34999847],[35.89317577]
996,2017-01-11,[37.95000076],[36.84579449]
997,2017-01-12,[37.50999832],[37.82269473]
998,2017-01-13,[37.34000015],[37.74080153]
999,2017-01-17,[37.31000137],[37.34060816]
1000,2017-01-18,[37.47000122],[37.23831949]
1001,2017-01-19,[37.29999924],[37.40846395]
1002,2017-01-20,[37.00999832],[37.3767767]
1003,2017-01-23,[36.65000153],[37.0923899]
1004,2017-01-24,[37.],[36.72294968]
1005,2017-01-25,[38.27999878],[36.83194457]
1006,2017-01-26,[37.52000046],[37.8282672]
1007,2017-01-27,[37.00999832],[37.84382021]
1008,2017-01-30,[36.33000183],[37.16544013]
1009,2017-01-31,[36.61000061],[36.44108342]
1010,2017-02-01,[36.13999939],[36.44422459]
1011,2017-02-02,[35.72999954],[36.31140787]
1012,2017-02-03,[36.33000183],[35.87507379]
1013,2017-02-06,[36.83000183],[36.05925437]
1014,2017-02-07,[35.09999847],[36.64044072]
1015,2017-02-08,[35.13999939],[35.74676957]
1016,2017-02-09,[35.08000183],[35.05005753]
1017,2017-02-10,[35.16999817],[34.99757799]
1018,2017-02-13,[35.52000046],[35.16650661]
1019,2017-02-14,[37.24000168],[35.42505753]
1020,2017-02-15,[37.08000183],[36.62764623]
1021,2017-02-16,[37.02999878],[37.18258124]
1022,2017-02-17,[37.22000122],[37.07944981]
1023,2017-02-21,[37.81000137],[37.08578745]
1024,2017-02-22,[37.84000015],[37.58022775]
1025,2017-02-23,[37.25],[37.86974627]
1026,2017-02-24,[36.90000153],[37.46926916]
1027,2017-02-27,[37.27000046],[36.95615004]
1028,2017-02-28,[36.84000015],[37.07611645]
1029,2017-03-01,[37.43000031],[36.99822911]
1030,2017-03-02,[37.75999832],[37.22557395]
1031,2017-03-03,[38.22999954],[37.62289354]
1032,2017-03-06,[37.90999985],[38.07771263]
1033,2017-03-07,[37.52000046],[38.02107256]
1034,2017-03-08,[37.27000046],[37.61324507]
1035,2017-03-09,[36.83000183],[37.2839061]
1036,2017-03-10,[36.83000183],[36.939186]
1037,2017-03-13,[36.86999893],[36.79989033]
1038,2017-03-14,[36.95999908],[36.8287436]
1039,2017-03-15,[37.09000015],[36.91580053]
1040,2017-03-16,[37.08000183],[37.02739672]
1041,2017-03-17,[36.33000183],[37.06231102]
1042,2017-03-20,[35.70999908],[36.56515185]
1043,2017-03-21,[34.54999924],[35.86597404]
1044,2017-03-22,[34.38999939],[34.88264045]
1045,2017-03-23,[34.25999832],[34.38932659]
1046,2017-03-24,[34.56000137],[34.28117253]
1047,2017-03-27,[34.70999908],[34.47255546]
1048,2017-03-28,[35.56000137],[34.66850798]
1049,2017-03-29,[35.54000092],[35.25772606]
1050,2017-03-30,[35.40999985],[35.55713163]
1051,2017-03-31,[35.36000061],[35.46892628]
1052,2017-04-03,[34.16999817],[35.34577933]
1053,2017-04-04,[34.27000046],[34.57179137]
1054,2017-04-05,[34.],[34.20561661]
1055,2017-04-06,[34.15999985],[34.07239206]
1056,2017-04-07,[33.70999908],[34.13571792]
1057,2017-04-10,[33.97000122],[33.88981886]
1058,2017-04-11,[33.91999817],[33.87489189]
1059,2017-04-12,[33.93999863],[33.92987246]
1060,2017-04-13,[33.38999939],[33.95586567]
1061,2017-04-17,[33.90000153],[33.59922977]
1062,2017-04-18,[33.68999863],[33.70938582]
1063,2017-04-19,[33.79000092],[33.7699896]
1064,2017-04-20,[34.09999847],[33.79322574]
1065,2017-04-21,[33.75],[33.99336274]
1066,2017-04-24,[33.90999985],[33.89262478]
1067,2017-04-25,[33.99000168],[33.86668365]
1068,2017-04-26,[34.38000107],[33.95903837]
1069,2017-04-27,[34.54000092],[34.26199417]
1070,2017-04-28,[34.63999939],[34.50953593]
1071,2017-05-01,[34.20000076],[34.62665817]
1072,2017-05-02,[33.20000076],[34.36221253]
1073,2017-05-03,[33.47999954],[33.5498298]
1074,2017-05-04,[33.15000153],[33.34997823]
1075,2017-05-05,[33.77000046],[33.27299046]
1076,2017-05-08,[33.97000122],[33.59833086]
1077,2017-05-09,[34.25999832],[33.92289726]
1078,2017-05-10,[34.22999954],[34.18622577]
1079,2017-05-11,[34.11000061],[34.24951621]
1080,2017-05-12,[33.61999893],[34.15710949]
1081,2017-05-15,[33.81999969],[33.79565892]
1082,2017-05-16,[33.41999817],[33.74549808]
1083,2017-05-17,[32.41999817],[33.57516306]
1084,2017-05-18,[32.47000122],[32.8138253]
1085,2017-05-19,[32.72000122],[32.44311029]
1086,2017-05-22,[32.91999817],[32.62407055]
1087,2017-05-23,[33.22000122],[32.90511642]
1088,2017-05-24,[33.20000076],[33.16036258]
1089,2017-05-25,[32.59999847],[33.22646313]
1090,2017-05-26,[33.06999969],[32.83332262]
1091,2017-05-30,[33.52999878],[32.8999055]
1092,2017-05-31,[33.93000031],[33.37145959]
1093,2017-06-01,[34.43000031],[33.84472868]
1094,2017-06-02,[34.45000076],[34.28960888]
1095,2017-06-05,[34.45999908],[34.45972718]
1096,2017-06-06,[34.43000031],[34.46701476]
1097,2017-06-07,[34.34000015],[34.44096433]
1098,2017-06-08,[34.11000061],[34.38243541]
1099,2017-06-09,[34.34000015],[34.20686627]
1100,2017-06-12,[34.68000031],[34.26423416]
1101,2017-06-13,[34.50999832],[34.56993318]
1102,2017-06-14,[34.61000061],[34.60436712]
1103,2017-06-15,[34.59999847],[34.58650943]
1104,2017-06-16,[34.29000092],[34.59296183]
1105,2017-06-19,[34.34999847],[34.40909256]
1106,2017-06-20,[34.40000153],[34.3308844]
1107,2017-06-21,[34.13000107],[34.38105694]
1108,2017-06-22,[34.18999863],[34.24519959]
1109,2017-06-23,[34.20000076],[34.17460071]
1110,2017-06-26,[34.52000046],[34.19297142]
1111,2017-06-27,[34.20999908],[34.41897734]
1112,2017-06-28,[34.58000183],[34.3414965]
1113,2017-06-29,[34.86000061],[34.45475128]
1114,2017-06-30,[34.93000031],[34.75540584]
1115,2017-07-03,[35.56999969],[34.93345717]
1116,2017-07-05,[35.00999832],[35.35597368]
1117,2017-07-06,[34.86999893],[35.22163868]
1118,2017-07-07,[34.93999863],[34.92003401]
1119,2017-07-10,[35.18999863],[34.88051899]
1120,2017-07-11,[35.40000153],[35.10865963]
1121,2017-07-12,[35.5],[35.35570085]
1122,2017-07-13,[35.86000061],[35.48170069]
1123,2017-07-14,[36.34999847],[35.72940976]
1124,2017-07-17,[36.38000107],[36.17912541]
1125,2017-07-18,[36.43000031],[36.39307379]
1126,2017-07-19,[36.47000122],[36.41861778]
1127,2017-07-20,[36.40999985],[36.43558499]
1128,2017-07-21,[36.06999969],[36.42141107]
1129,2017-07-24,[35.81999969],[36.18451525]
1130,2017-07-25,[35.56999969],[35.88520654]
1131,2017-07-26,[35.61999893],[35.62788399]
1132,2017-07-27,[35.93999863],[35.58558544]
1133,2017-07-28,[35.77000046],[35.82336877]
1134,2017-07-31,[35.97999954],[35.84133983]
1135,2017-08-01,[34.75999832],[35.89907872]
1136,2017-08-02,[34.81999969],[35.16746211]
1137,2017-08-03,[34.77000046],[34.75263972]
1138,2017-08-04,[35.27000046],[34.74175603]
1139,2017-08-07,[35.29999924],[35.1186096]
1140,2017-08-08,[35.38999939],[35.31811226]
1141,2017-08-09,[35.27999878],[35.36426789]
1142,2017-08-10,[34.88000107],[35.29727958]
1143,2017-08-11,[34.93000031],[35.00786465]
1144,2017-08-14,[35.47000122],[34.89498456]
1145,2017-08-15,[35.54000092],[35.26932967]
1146,2017-08-16,[35.75],[35.54495836]
1147,2017-08-17,[35.],[35.69862052]
1148,2017-08-18,[34.83000183],[35.25256906]
1149,2017-08-21,[34.90999985],[34.85524213]
1150,2017-08-22,[35.29999924],[34.84621969]
1151,2017-08-23,[35.49000168],[35.17880563]
1152,2017-08-24,[35.52000046],[35.45530669]
1153,2017-08-25,[35.59999847],[35.52258843]
1154,2017-08-28,[35.50999832],[35.55727993]
1155,2017-08-29,[35.52000046],[35.5295927]
1156,2017-08-30,[35.81999969],[35.51332748]
1157,2017-08-31,[36.54000092],[35.70951668]
1158,2017-09-01,[37.36000061],[36.29418278]
1159,2017-09-05,[37.22999954],[37.10300413]
1160,2017-09-06,[37.66999817],[37.31673118]
